Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.94*D*D + 0.06*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
26-SEP-2019,509438,1321.00,1318.50,0.0019,0.0233,0.0226,0.4318
26-SEP-2019,509449,10.85,10.34,0.0481,0.0192,0.0220,0.4203
26-SEP-2019,509470,13944.40,13944.40,0.0000,0.0198,0.0192,0.3668
26-SEP-2019,509472,375.30,400.00,-0.0637,0.0404,0.0422,0.8062
26-SEP-2019,509486,48.15,50.00,-0.0377,0.0417,0.0415,0.7929
26-SEP-2019,509525,790.05,791.00,-0.0012,0.0246,0.0239,0.4566
26-SEP-2019,509546,16.10,15.35,0.0477,0.0240,0.0260,0.4967
26-SEP-2019,509563,2.46,2.46,0.0000,0.0186,0.0180,0.3439
26-SEP-2019,509597,208.00,208.00,0.0000,0.0198,0.0192,0.3668
26-SEP-2019,509650,34.50,34.50,0.0000,0.0043,0.0042,0.0802
26-SEP-2019,509709,31.70,30.90,0.0256,0.0498,0.0487,0.9304
26-SEP-2019,509760,8.00,8.00,0.0000,0.0073,0.0071,0.1356
26-SEP-2019,509782,17.95,17.95,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,509835,12.35,12.60,-0.0200,0.0171,0.0173,0.3305
26-SEP-2019,509845,679.10,679.10,0.0000,0.0295,0.0286,0.5464
26-SEP-2019,509870,55.10,55.10,0.0000,0.0030,0.0029,0.0554
26-SEP-2019,509895,212.00,202.10,0.0478,0.0348,0.0357,0.6820
26-SEP-2019,509910,162.60,162.60,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,509917,53.20,53.20,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,509945,99.65,99.65,0.0000,0.0108,0.0105,0.2006
26-SEP-2019,509953,72.65,72.65,0.0000,0.0107,0.0104,0.1987
26-SEP-2019,510245,3.20,3.27,-0.0216,0.0461,0.0450,0.8597
26-SEP-2019,511000,3.85,3.85,0.0000,0.0086,0.0083,0.1586
26-SEP-2019,511012,0.19,0.20,-0.0513,0.0360,0.0371,0.7088
26-SEP-2019,511018,19.25,19.25,0.0000,0.0016,0.0016,0.0306
26-SEP-2019,511048,5.18,5.18,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511060,17.00,17.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511064,0.65,0.65,0.0000,0.0262,0.0254,0.4853
26-SEP-2019,511066,14.37,14.95,-0.0396,0.0477,0.0473,0.9037
26-SEP-2019,511076,23.20,23.10,0.0043,0.0237,0.0230,0.4394
26-SEP-2019,511092,5.13,5.13,0.0000,0.0058,0.0056,0.1070
26-SEP-2019,511096,12.00,12.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511110,7.80,7.82,-0.0026,0.0295,0.0286,0.5464
26-SEP-2019,511116,0.19,0.19,0.0000,0.0095,0.0092,0.1758
26-SEP-2019,511122,36.00,36.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511131,4.70,4.69,0.0021,0.0384,0.0372,0.7107
26-SEP-2019,511138,57.45,57.45,0.0000,0.0084,0.0081,0.1548
26-SEP-2019,511139,11.97,11.97,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511144,6.08,6.08,0.0000,0.0397,0.0385,0.7355
26-SEP-2019,511147,21.15,21.25,-0.0047,0.0583,0.0565,1.0794
26-SEP-2019,511149,13.20,13.20,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511153,5.50,5.50,0.0000,0.0251,0.0243,0.4643
26-SEP-2019,511169,11.00,11.00,0.0000,0.0015,0.0015,0.0287
26-SEP-2019,511176,15.20,15.20,0.0000,0.0151,0.0146,0.2789
26-SEP-2019,511185,5.32,5.32,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511187,0.70,0.70,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511200,63.20,63.20,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511260,15.18,15.18,0.0000,0.0060,0.0058,0.1108
26-SEP-2019,511355,2.85,3.00,-0.0513,0.0288,0.0306,0.5846
26-SEP-2019,511359,16.50,16.50,0.0000,0.0238,0.0231,0.4413
26-SEP-2019,511367,3.85,3.85,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511377,4.36,4.36,0.0000,0.0203,0.0197,0.3764
26-SEP-2019,511391,4.30,4.25,0.0117,0.0306,0.0298,0.5693
26-SEP-2019,511401,3.00,3.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511411,134.00,135.00,-0.0074,0.0294,0.0286,0.5464
26-SEP-2019,511441,9.20,9.20,0.0000,0.0048,0.0047,0.0898
26-SEP-2019,511447,7.98,7.98,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511451,1.66,1.66,0.0000,0.0184,0.0178,0.3401
26-SEP-2019,511463,19.20,18.85,0.0184,0.0257,0.0253,0.4834
26-SEP-2019,511493,1.03,1.03,0.0000,0.0135,0.0131,0.2503
26-SEP-2019,511501,14.85,14.85,0.0000,0.0425,0.0412,0.7871
26-SEP-2019,511507,4.40,4.40,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511509,32.55,32.50,0.0015,0.0562,0.0545,1.0412
26-SEP-2019,511523,8.30,8.30,0.0000,0.0168,0.0163,0.3114
26-SEP-2019,511525,0.19,0.19,0.0000,0.0066,0.0064,0.1223
26-SEP-2019,511533,36.30,39.20,-0.0769,0.0703,0.0707,1.3507
26-SEP-2019,511535,13.50,13.50,0.0000,0.0267,0.0259,0.4948
26-SEP-2019,511539,8.50,8.50,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511543,7.01,6.68,0.0482,0.0329,0.0340,0.6496
26-SEP-2019,511549,15.00,15.00,0.0000,0.0124,0.0120,0.2293
26-SEP-2019,511551,22.30,22.00,0.0135,0.0455,0.0442,0.8444
26-SEP-2019,511557,22.00,22.15,-0.0068,0.0124,0.0121,0.2312
26-SEP-2019,511571,15.56,15.85,-0.0185,0.0188,0.0188,0.3592
26-SEP-2019,511577,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511589,10.33,10.51,-0.0173,0.0684,0.0665,1.2705
26-SEP-2019,511593,8.22,8.22,0.0000,0.0217,0.0210,0.4012
26-SEP-2019,511597,7.02,7.02,0.0000,0.0182,0.0176,0.3362
26-SEP-2019,511601,6.00,6.00,0.0000,0.0284,0.0275,0.5254
26-SEP-2019,511605,49.75,49.20,0.0111,0.0316,0.0308,0.5884
26-SEP-2019,511609,10.15,10.15,0.0000,0.0046,0.0045,0.0860
26-SEP-2019,511628,23.90,23.15,0.0319,0.0338,0.0337,0.6438
26-SEP-2019,511654,8.99,8.57,0.0478,0.0202,0.0228,0.4356
26-SEP-2019,511658,28.55,28.00,0.0195,0.0508,0.0495,0.9457
26-SEP-2019,511664,1.15,1.15,0.0000,0.0390,0.0378,0.7222
26-SEP-2019,511672,23.35,23.00,0.0151,0.0598,0.0581,1.1100
26-SEP-2019,511690,0.93,0.93,0.0000,0.0016,0.0016,0.0306
26-SEP-2019,511692,27.35,27.35,0.0000,0.0093,0.0090,0.1719
26-SEP-2019,511696,55.30,55.30,0.0000,0.0076,0.0074,0.1414
26-SEP-2019,511700,1.18,1.18,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511702,7.89,7.89,0.0000,0.0119,0.0115,0.2197
26-SEP-2019,511706,9.00,9.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,511710,1.10,1.10,0.0000,0.0111,0.0108,0.2063
26-SEP-2019,511712,16.00,16.00,0.0000,0.0178,0.0173,0.3305
26-SEP-2019,511714,16.50,16.50,0.0000,0.0127,0.0123,0.2350
26-SEP-2019,511716,2.72,2.83,-0.0396,0.0357,0.0359,0.6859
26-SEP-2019,511724,41.90,42.00,-0.0024,0.0313,0.0304,0.5808
26-SEP-2019,511728,9.36,9.36,0.0000,0.0207,0.0201,0.3840
26-SEP-2019,511734,3.10,3.10,0.0000,0.0226,0.0219,0.4184
26-SEP-2019,511736,0.26,0.26,0.0000,0.0150,0.0145,0.2770
26-SEP-2019,511738,12.75,12.75,0.0000,0.0036,0.0035,0.0669
26-SEP-2019,511740,11.55,11.55,0.0000,0.0210,0.0204,0.3897
26-SEP-2019,511742,189.90,189.90,0.0000,0.0350,0.0339,0.6477
26-SEP-2019,511754,68.00,68.00,0.0000,0.0484,0.0469,0.8960
26-SEP-2019,511756,6.78,6.78,0.0000,0.0086,0.0083,0.1586
26-SEP-2019,511758,25.50,24.30,0.0482,0.0350,0.0359,0.6859
26-SEP-2019,511764,39.40,39.90,-0.0126,0.0372,0.0362,0.6916
26-SEP-2019,511768,20.90,19.97,0.0455,0.1044,0.1018,1.9449
26-SEP-2019,512008,63.20,63.20,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512014,1.57,1.57,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512018,2.05,2.05,0.0000,0.0225,0.0218,0.4165
26-SEP-2019,512020,65.25,65.25,0.0000,0.0255,0.0247,0.4719
26-SEP-2019,512022,244.45,244.45,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512025,76.00,76.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512036,30.95,30.95,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512047,1.69,1.69,0.0000,0.0301,0.0292,0.5579
26-SEP-2019,512048,0.42,0.42,0.0000,0.0045,0.0044,0.0841
26-SEP-2019,512062,9.99,9.99,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512064,42.80,40.95,0.0442,0.0143,0.0176,0.3362
26-SEP-2019,512065,4.00,4.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512068,19.25,19.20,0.0026,0.0622,0.0603,1.1520
26-SEP-2019,512093,0.91,0.95,-0.0430,0.0468,0.0466,0.8903
26-SEP-2019,512099,18.60,18.60,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512101,17.40,17.40,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512103,20.40,20.40,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512105,0.39,0.39,0.0000,0.0277,0.0269,0.5139
26-SEP-2019,512117,3.67,3.67,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512149,0.19,0.19,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512165,71.00,69.50,0.0214,0.0280,0.0276,0.5273
26-SEP-2019,512169,5.71,5.71,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512175,10.50,10.62,-0.0114,0.0334,0.0325,0.6209
26-SEP-2019,512197,3.91,3.91,0.0000,0.0193,0.0187,0.3573
26-SEP-2019,512213,15.50,15.50,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512215,94.40,94.40,0.0000,0.0198,0.0192,0.3668
26-SEP-2019,512217,24.80,26.20,-0.0549,0.0414,0.0423,0.8081
26-SEP-2019,512229,31.05,31.65,-0.0191,0.0172,0.0173,0.3305
26-SEP-2019,512233,20.00,20.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512247,3.15,3.06,0.0290,0.0119,0.0135,0.2579
26-SEP-2019,512257,3.79,3.71,0.0213,0.0385,0.0377,0.7203
26-SEP-2019,512261,3.00,3.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512267,4.39,4.38,0.0023,0.0343,0.0333,0.6362
26-SEP-2019,512271,110.75,110.75,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512277,20.05,20.05,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512279,19.00,19.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512297,51.40,51.40,0.0000,0.0127,0.0123,0.2350
26-SEP-2019,512301,2.40,2.40,0.0000,0.0243,0.0236,0.4509
26-SEP-2019,512329,106.00,106.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512341,0.29,0.29,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512344,3.77,3.77,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512359,8.59,8.59,0.0000,0.0063,0.0061,0.1165
26-SEP-2019,512377,2.89,2.89,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512379,0.21,0.21,0.0000,0.0239,0.0232,0.4432
26-SEP-2019,512381,26.50,26.50,0.0000,0.0051,0.0049,0.0936
26-SEP-2019,512393,33.00,34.60,-0.0473,0.0217,0.0240,0.4585
26-SEP-2019,512399,24.05,24.05,0.0000,0.0023,0.0022,0.0420
26-SEP-2019,512408,10.05,10.05,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512409,56.00,56.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512425,179.25,170.75,0.0486,0.0273,0.0290,0.5540
26-SEP-2019,512437,53.75,51.20,0.0486,0.0382,0.0389,0.7432
26-SEP-2019,512441,90.00,90.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512443,11.49,11.49,0.0000,0.0125,0.0121,0.2312
26-SEP-2019,512453,207.95,209.60,-0.0079,0.0313,0.0304,0.5808
26-SEP-2019,512455,10.81,10.89,-0.0074,0.0483,0.0469,0.8960
26-SEP-2019,512463,2.44,2.44,0.0000,0.0310,0.0301,0.5751
26-SEP-2019,512477,19.95,21.00,-0.0513,0.0274,0.0294,0.5617
26-SEP-2019,512479,10.00,10.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512481,0.80,0.80,0.0000,0.0219,0.0212,0.4050
26-SEP-2019,512485,19.35,19.35,0.0000,0.0108,0.0105,0.2006
26-SEP-2019,512487,10.97,10.97,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512489,25.00,25.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512493,25.30,25.30,0.0000,0.0450,0.0436,0.8330
26-SEP-2019,512499,0.49,0.49,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512511,1.00,1.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512527,288.10,289.55,-0.0050,0.0302,0.0293,0.5598
26-SEP-2019,512565,4.13,4.13,0.0000,0.0029,0.0028,0.0535
26-SEP-2019,512589,16.40,16.40,0.0000,0.0090,0.0087,0.1662
26-SEP-2019,512591,1.05,1.05,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512595,15.22,15.22,0.0000,0.0164,0.0159,0.3038
26-SEP-2019,512600,9.19,9.19,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,512604,0.92,0.88,0.0445,0.0220,0.0239,0.4566
26-SEP-2019,512618,2.70,2.70,0.0000,0.0171,0.0166,0.3171
26-SEP-2019,512624,2.18,2.18,0.0000,0.0157,0.0152,0.2904
26-SEP-2019,512634,44.45,45.95,-0.0332,0.0655,0.0640,1.2227
26-SEP-2019,513005,32.15,33.75,-0.0486,0.0428,0.0432,0.8253
26-SEP-2019,513039,3.16,3.16,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,513043,30.70,32.30,-0.0508,0.0363,0.0373,0.7126
26-SEP-2019,513059,4.94,5.20,-0.0513,0.0494,0.0495,0.9457
26-SEP-2019,513063,5.80,5.80,0.0000,0.0185,0.0179,0.3420
26-SEP-2019,513097,50.10,51.35,-0.0246,0.0496,0.0485,0.9266
26-SEP-2019,513117,1.16,1.16,0.0000,0.0283,0.0274,0.5235
26-SEP-2019,513119,9.00,8.95,0.0056,0.0155,0.0151,0.2885
26-SEP-2019,513142,13.40,13.35,0.0037,0.0418,0.0405,0.7738
26-SEP-2019,513149,104.95,107.10,-0.0203,0.0244,0.0242,0.4623
26-SEP-2019,513173,7.13,7.13,0.0000,0.0037,0.0036,0.0688
26-SEP-2019,513252,206.80,217.55,-0.0507,0.0337,0.0350,0.6687
26-SEP-2019,513291,8.00,8.00,0.0000,0.0096,0.0093,0.1777
26-SEP-2019,513295,1.87,1.87,0.0000,0.0121,0.0117,0.2235
26-SEP-2019,513303,11.00,11.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,513305,63.45,66.75,-0.0507,0.0385,0.0393,0.7508
26-SEP-2019,513307,21.00,21.00,0.0000,0.0169,0.0164,0.3133
26-SEP-2019,513309,1.90,1.90,0.0000,0.0173,0.0168,0.3210
26-SEP-2019,513337,5.75,5.75,0.0000,0.0078,0.0076,0.1452
26-SEP-2019,513353,169.60,174.15,-0.0265,0.0287,0.0286,0.5464
26-SEP-2019,513359,0.44,0.44,0.0000,0.0205,0.0199,0.3802
26-SEP-2019,513361,0.58,0.58,0.0000,0.0374,0.0363,0.6935
26-SEP-2019,513369,27.70,29.15,-0.0510,0.0322,0.0336,0.6419
26-SEP-2019,513397,30.95,30.95,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,513401,12.90,12.90,0.0000,0.0306,0.0297,0.5674
26-SEP-2019,513403,3.52,3.36,0.0465,0.0267,0.0283,0.5407
26-SEP-2019,513418,0.20,0.20,0.0000,0.0238,0.0231,0.4413
26-SEP-2019,513430,8.00,8.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,513452,3.24,3.24,0.0000,0.0146,0.0142,0.2713
26-SEP-2019,513456,9.50,9.50,0.0000,0.0235,0.0228,0.4356
26-SEP-2019,513460,7.68,7.68,0.0000,0.0097,0.0094,0.1796
26-SEP-2019,513472,38.00,39.00,-0.0260,0.0435,0.0427,0.8158
26-SEP-2019,513488,10.82,10.82,0.0000,0.0152,0.0147,0.2808
26-SEP-2019,513498,12.10,12.10,0.0000,0.0218,0.0211,0.4031
26-SEP-2019,513502,0.27,0.27,0.0000,0.0237,0.0230,0.4394
26-SEP-2019,513507,9.42,9.42,0.0000,0.0049,0.0048,0.0917
26-SEP-2019,513511,28.50,28.50,0.0000,0.0374,0.0363,0.6935
26-SEP-2019,513513,3.27,3.27,0.0000,0.0201,0.0195,0.3725
26-SEP-2019,513515,0.57,0.58,-0.0174,0.0143,0.0145,0.2770
26-SEP-2019,513517,120.00,119.80,0.0017,0.0490,0.0475,0.9075
26-SEP-2019,513528,1.29,1.28,0.0078,0.0295,0.0287,0.5483
26-SEP-2019,513532,51.50,54.15,-0.0502,0.0372,0.0381,0.7279
26-SEP-2019,513534,1.31,1.25,0.0469,0.0314,0.0325,0.6209
26-SEP-2019,513536,8.22,8.22,0.0000,0.0213,0.0207,0.3955
26-SEP-2019,513544,2.01,2.01,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,513548,63.00,63.00,0.0000,0.0120,0.0116,0.2216
26-SEP-2019,513558,11.58,12.18,-0.0505,0.0289,0.0306,0.5846
26-SEP-2019,513566,3.85,3.92,-0.0180,0.0268,0.0264,0.5044
26-SEP-2019,513579,3.06,3.06,0.0000,0.0145,0.0141,0.2694
26-SEP-2019,513642,10.00,10.00,0.0000,0.0285,0.0276,0.5273
26-SEP-2019,513687,1.24,1.30,-0.0473,0.0286,0.0300,0.5731
26-SEP-2019,513693,52.85,45.25,0.1553,0.0407,0.0548,1.0470
26-SEP-2019,513699,21.25,21.65,-0.0186,0.0171,0.0172,0.3286
26-SEP-2019,513703,37.00,37.00,0.0000,0.0069,0.0067,0.1280
26-SEP-2019,513709,69.00,68.35,0.0095,0.0317,0.0308,0.5884
26-SEP-2019,513713,7.91,8.04,-0.0163,0.0379,0.0370,0.7069
26-SEP-2019,513721,10.25,10.25,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,513723,60.00,60.00,0.0000,0.0135,0.0131,0.2503
26-SEP-2019,514010,1.16,1.16,0.0000,0.0225,0.0218,0.4165
26-SEP-2019,514028,4.99,4.99,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,514030,84.10,85.00,-0.0106,0.0229,0.0224,0.4280
26-SEP-2019,514036,295.00,295.00,0.0000,0.0362,0.0351,0.6706
26-SEP-2019,514087,41.85,43.05,-0.0283,0.0471,0.0462,0.8826
26-SEP-2019,514113,2.50,2.50,0.0000,0.0052,0.0050,0.0955
26-SEP-2019,514118,0.19,0.19,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,514128,14.82,14.82,0.0000,0.0295,0.0286,0.5464
26-SEP-2019,514138,141.45,148.85,-0.0510,0.0247,0.0270,0.5158
26-SEP-2019,514165,12.03,12.15,-0.0099,0.0372,0.0361,0.6897
26-SEP-2019,514171,5.01,5.25,-0.0468,0.0282,0.0296,0.5655
26-SEP-2019,514183,77.00,73.35,0.0486,0.0302,0.0316,0.6037
26-SEP-2019,514197,7.06,7.06,0.0000,0.0152,0.0147,0.2808
26-SEP-2019,514215,103.00,105.00,-0.0192,0.0569,0.0554,1.0584
26-SEP-2019,514221,0.19,0.19,0.0000,0.0155,0.0150,0.2866
26-SEP-2019,514223,1.17,1.17,0.0000,0.0138,0.0134,0.2560
26-SEP-2019,514236,0.10,0.10,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,514238,20.55,20.55,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,514240,1.00,1.00,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,514248,4.28,4.28,0.0000,0.0139,0.0135,0.2579
26-SEP-2019,514264,6.91,6.29,0.0940,0.0939,0.0939,1.7940
26-SEP-2019,514266,48.00,46.10,0.0404,0.0499,0.0494,0.9438
26-SEP-2019,514272,9.80,9.80,0.0000,0.0321,0.0311,0.5942
26-SEP-2019,514280,21.45,21.45,0.0000,0.0175,0.0170,0.3248
26-SEP-2019,514302,37.50,37.50,0.0000,0.0351,0.0340,0.6496
26-SEP-2019,514312,3.48,3.48,0.0000,0.0168,0.0163,0.3114
26-SEP-2019,514316,170.00,170.00,0.0000,0.0155,0.0150,0.2866
26-SEP-2019,514318,11.70,12.30,-0.0500,0.0299,0.0315,0.6018
26-SEP-2019,514322,75.40,75.40,0.0000,0.0673,0.0652,1.2456
26-SEP-2019,514324,13.25,13.75,-0.0370,0.0211,0.0224,0.4280
26-SEP-2019,514330,6.19,6.19,0.0000,0.0174,0.0169,0.3229
26-SEP-2019,514332,29.00,29.00,0.0000,0.0192,0.0186,0.3554
26-SEP-2019,514358,15.21,15.19,0.0013,0.0136,0.0132,0.2522
26-SEP-2019,514378,4.13,4.13,0.0000,0.0080,0.0078,0.1490
26-SEP-2019,514386,2.10,2.10,0.0000,0.0168,0.0163,0.3114
26-SEP-2019,514394,9.07,8.90,0.0189,0.0187,0.0187,0.3573
26-SEP-2019,514400,3.34,3.51,-0.0496,0.0325,0.0338,0.6457
26-SEP-2019,514412,33.55,33.90,-0.0104,0.0210,0.0205,0.3917
26-SEP-2019,514418,361.25,371.80,-0.0288,0.0364,0.0360,0.6878
26-SEP-2019,514428,83.15,87.00,-0.0453,0.0308,0.0319,0.6094
26-SEP-2019,514440,12.06,12.06,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,514442,12.90,12.30,0.0476,0.0286,0.0301,0.5751
26-SEP-2019,514448,182.70,175.75,0.0388,0.0346,0.0349,0.6668
26-SEP-2019,514450,39.70,38.15,0.0398,0.0517,0.0511,0.9763
26-SEP-2019,514454,12.16,12.16,0.0000,0.0093,0.0090,0.1719
26-SEP-2019,514460,5.79,6.09,-0.0505,0.0318,0.0332,0.6343
26-SEP-2019,514470,21.50,21.75,-0.0116,0.0522,0.0507,0.9686
26-SEP-2019,514482,3.14,3.14,0.0000,0.0021,0.0020,0.0382
26-SEP-2019,514486,1.14,1.20,-0.0513,0.0284,0.0303,0.5789
26-SEP-2019,515043,43.70,43.15,0.0127,0.0357,0.0348,0.6649
26-SEP-2019,515059,15.00,14.75,0.0168,0.0196,0.0194,0.3706
26-SEP-2019,515085,3.16,3.25,-0.0281,0.0396,0.0390,0.7451
26-SEP-2019,515127,14.35,15.10,-0.0509,0.0273,0.0293,0.5598
26-SEP-2019,515147,31.75,32.45,-0.0218,0.0515,0.0502,0.9591
26-SEP-2019,516003,61.00,57.10,0.0661,0.0490,0.0502,0.9591
26-SEP-2019,516020,2.50,2.50,0.0000,0.0016,0.0016,0.0306
26-SEP-2019,516030,56.70,55.10,0.0286,0.0392,0.0386,0.7375
26-SEP-2019,516032,6.98,6.98,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,516062,20.35,20.35,0.0000,0.0293,0.0284,0.5426
26-SEP-2019,516078,12.00,12.44,-0.0360,0.0352,0.0352,0.6725
26-SEP-2019,516086,6.13,6.14,-0.0016,0.0341,0.0331,0.6324
26-SEP-2019,516096,87.50,90.50,-0.0337,0.0377,0.0375,0.7164
26-SEP-2019,516106,5.11,5.24,-0.0251,0.0308,0.0305,0.5827
26-SEP-2019,516108,94.00,93.40,0.0064,0.0313,0.0304,0.5808
26-SEP-2019,516110,7.04,7.04,0.0000,0.0125,0.0121,0.2312
26-SEP-2019,517035,45.90,45.00,0.0198,0.0463,0.0452,0.8635
26-SEP-2019,517044,7.85,7.85,0.0000,0.0281,0.0272,0.5197
26-SEP-2019,517063,28.50,29.05,-0.0191,0.0327,0.0320,0.6114
26-SEP-2019,517077,41.60,41.60,0.0000,0.0140,0.0136,0.2598
26-SEP-2019,517096,6.94,7.00,-0.0086,0.0297,0.0289,0.5521
26-SEP-2019,517119,4.63,4.41,0.0487,0.0338,0.0349,0.6668
26-SEP-2019,517166,4.74,4.78,-0.0084,0.0536,0.0520,0.9935
26-SEP-2019,517170,15.31,15.31,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,517201,44.20,45.35,-0.0257,0.0258,0.0258,0.4929
26-SEP-2019,517236,27.90,26.60,0.0477,0.0583,0.0577,1.1024
26-SEP-2019,517238,44.85,42.75,0.0480,0.0399,0.0404,0.7718
26-SEP-2019,517246,8.08,8.50,-0.0507,0.0323,0.0337,0.6438
26-SEP-2019,517258,39.55,37.80,0.0453,0.0332,0.0340,0.6496
26-SEP-2019,517264,19.30,18.65,0.0343,0.0239,0.0246,0.4700
26-SEP-2019,517288,14.97,14.85,0.0080,0.0385,0.0374,0.7145
26-SEP-2019,517320,1.86,1.86,0.0000,0.0023,0.0022,0.0420
26-SEP-2019,517356,0.33,0.33,0.0000,0.0290,0.0281,0.5368
26-SEP-2019,517370,22.00,22.00,0.0000,0.0227,0.0220,0.4203
26-SEP-2019,517372,76.00,76.00,0.0000,0.0329,0.0319,0.6094
26-SEP-2019,517393,0.55,0.55,0.0000,0.0019,0.0018,0.0344
26-SEP-2019,517397,4.52,4.52,0.0000,0.0000,0.0000,0.0000
26-SEP-2019,517399,1.93,1.93,0.0000,0.0308,0.0299,0.5712
26-SEP-2019,517403,2.71,2.71,0.0000,0.0106,0.0103,0.1968
26-SEP-2019,517415,1.05,1.00,0.0488,0.0339,0.0350,0.6687
26-SEP-2019,517417,103.20,108.10,-0.0464,0.0322,0.0332,0.6343
26-SEP-2019,517429,42.75,42.75,0.0000,0.0201,0.0195,0.3725
26-SEP-2019,517437,126.35,126.35,0.0000,0.0381,0.0369,0.7050
26-SEP-2019,517449,177.90,176.45,0.0082,0.0307,0.0298,0.5693
26-SEP-2019,517463,0.57,0.57,0.0000,0.0113,0.0110,0.2102
26-SEP-2019,517477,98.70,100.50,-0.0181,0.0239,0.0236,0.4509
26-SEP-2019,517481,0.78,0.78,0.0000,0.0325,0.0315,0.6018
26-SEP-2019,517494,6.10,6.10,0.0000,0.0381,0.0369,0.7050
26-SEP-2019,517500,122.30,121.25,0.0086,0.0273,0.0266,0.5082
26-SEP-2019,517514,16.85,17.90,-0.0605,0.0460,0.0470,0.8979
26-SEP-2019,517522,338.30,330.05,0.0247,0.1383,0.1342,2.5639
26-SEP-2019,517546,20.00,19.30,0.0356,0.0224,0.0234,0.4471
26-SEP-2019,517548,9.59,9.17,0.0448,0.0465,0.0464,0.8865
26-SEP-2019,517554,4.47,4.70,-0.0502,0.0399,0.0406,0.7757
26-SEP-2019,518011,67.50,64.90,0.0393,0.0366,0.0368,0.7031
